"Date","Price","Open","High","Low","Vol.","Change %"
"02-06-2008","1.9672","1.9758","1.9770","1.9597","","-0.75%"
"30-05-2008","1.9821","1.9753","1.9828","1.9685","","0.27%"
"29-05-2008","1.9767","1.9806","1.9819","1.9675","","-0.16%"
"28-05-2008","1.9798","1.9749","1.9828","1.9705","","0.20%"
"27-05-2008","1.9759","1.9814","1.9848","1.9718","","-0.30%"
"26-05-2008","1.9819","1.9810","1.9833","1.9760","","0.12%"
"23-05-2008","1.9795","1.9803","1.9851","1.9758","","-0.05%"
"22-05-2008","1.9804","1.9717","1.9849","1.9686","","0.45%"
"21-05-2008","1.9716","1.9677","1.9734","1.9616","","0.15%"
"20-05-2008","1.9686","1.9490","1.9719","1.9481","","1.00%"
"19-05-2008","1.9491","1.9573","1.9623","1.9455","","-0.37%"
"16-05-2008","1.9563","1.9480","1.9598","1.9441","","0.45%"
"15-05-2008","1.9475","1.9465","1.9502","1.9405","","0.05%"
"14-05-2008","1.9465","1.9456","1.9474","1.9371","","0.09%"
"13-05-2008","1.9447","1.9551","1.9589","1.9421","","-0.65%"
"12-05-2008","1.9575","1.9513","1.9633","1.9444","","0.22%"
"09-05-2008","1.9532","1.9552","1.9570","1.9462","","-0.08%"
"08-05-2008","1.9548","1.9525","1.9621","1.9503","","0.06%"
"07-05-2008","1.9536","1.9725","1.9729","1.9503","","-1.00%"
"06-05-2008","1.9733","1.9735","1.9772","1.9636","","0.05%"
"05-05-2008","1.9724","1.9736","1.9785","1.9658","","0.07%"
"02-05-2008","1.9710","1.9772","1.9898","1.9707","","-0.23%"
"01-05-2008","1.9755","1.9869","1.9910","1.9713","","-0.54%"
"30-04-2008","1.9862","1.9689","1.9896","1.9625","","0.85%"
"29-04-2008","1.9695","1.9911","1.9914","1.9668","","-1.09%"
"28-04-2008","1.9912","1.9840","1.9966","1.9784","","0.31%"
"25-04-2008","1.9851","1.9725","1.9890","1.9678","","0.56%"
"24-04-2008","1.9740","1.9790","1.9816","1.9689","","-0.28%"
"23-04-2008","1.9796","1.9959","1.9974","1.9773","","-0.78%"
"22-04-2008","1.9951","1.9811","2.0001","1.9746","","0.77%"
"21-04-2008","1.9798","1.9982","2.0026","1.9777","","-0.88%"
"18-04-2008","1.9973","1.9907","1.9998","1.9883","","0.35%"
"17-04-2008","1.9904","1.9723","1.9925","1.9694","","0.87%"
"16-04-2008","1.9732","1.9627","1.9806","1.9606","","0.54%"
"15-04-2008","1.9626","1.9750","1.9765","1.9601","","-0.81%"
"14-04-2008","1.9787","1.9666","1.9893","1.9655","","0.42%"
"11-04-2008","1.9704","1.9723","1.9770","1.9684","","-0.04%"
"10-04-2008","1.9712","1.9743","1.9841","1.9707","","-0.19%"
"09-04-2008","1.9750","1.9679","1.9791","1.9651","","0.34%"
"08-04-2008","1.9684","1.9884","1.9928","1.9660","","-0.98%"
"07-04-2008","1.9879","1.9938","1.9938","1.9837","","-0.25%"
"04-04-2008","1.9928","1.9951","2.0045","1.9912","","-0.18%"
"03-04-2008","1.9963","1.9879","1.9976","1.9763","","0.37%"
"02-04-2008","1.9889","1.9770","1.9899","1.9749","","0.67%"
"01-04-2008","1.9756","1.9831","1.9876","1.9731","","-0.36%"
"31-03-2008","1.9828","1.9951","1.9980","1.9815","","-0.59%"
"28-03-2008","1.9945","2.0066","2.0091","1.9883","","-0.67%"
"27-03-2008","2.0080","2.0072","2.0193","2.0024","","0.03%"
"26-03-2008","2.0074","2.0037","2.0112","1.9927","","0.10%"
"25-03-2008","2.0054","1.9875","2.0067","1.9855","","0.96%"
"24-03-2008","1.9864","1.9803","1.9884","1.9760","","0.21%"
"21-03-2008","1.9823","1.9854","1.9865","1.9812","","-0.22%"
"20-03-2008","1.9866","1.9830","1.9882","1.9738","","0.15%"
"19-03-2008","1.9836","2.0083","2.0149","1.9804","","-1.20%"
"18-03-2008","2.0076","1.9979","2.0275","1.9963","","0.50%"
"17-03-2008","1.9977","2.0181","2.0224","1.9944","","-1.03%"
"14-03-2008","2.0185","2.0322","2.0395","2.0176","","-0.74%"
"13-03-2008","2.0336","2.0270","2.0392","2.0252","","0.33%"
"12-03-2008","2.0269","2.0065","2.0280","2.0056","","1.03%"
"11-03-2008","2.0062","2.0080","2.0208","1.9997","","-0.12%"
"10-03-2008","2.0086","2.0181","2.0219","2.0069","","-0.29%"
"07-03-2008","2.0145","2.0111","2.0213","2.0091","","0.19%"
"06-03-2008","2.0107","1.9917","2.0129","1.9896","","0.94%"
"05-03-2008","1.9919","1.9858","1.9967","1.9724","","0.30%"
"04-03-2008","1.9859","1.9836","1.9892","1.9818","","0.08%"
"03-03-2008","1.9843","1.9864","1.9935","1.9809","","-0.13%"
"29-02-2008","1.9869","1.9899","1.9921","1.9785","","-0.25%"
"28-02-2008","1.9918","1.9820","1.9948","1.9764","","0.54%"
"27-02-2008","1.9812","1.9867","1.9972","1.9800","","-0.24%"
"26-02-2008","1.9859","1.9667","1.9884","1.9644","","0.95%"
"25-02-2008","1.9673","1.9692","1.9702","1.9617","","0.02%"
"22-02-2008","1.9669","1.9636","1.9709","1.9611","","0.19%"
"21-02-2008","1.9632","1.9422","1.9644","1.9409","","1.10%"
"20-02-2008","1.9419","1.9479","1.9503","1.9360","","-0.31%"
"19-02-2008","1.9479","1.9517","1.9543","1.9454","","-0.21%"
"18-02-2008","1.9520","1.9576","1.9639","1.9478","","-0.45%"
"15-02-2008","1.9608","1.9689","1.9723","1.9580","","-0.39%"
"14-02-2008","1.9685","1.9625","1.9739","1.9616","","0.28%"
"13-02-2008","1.9631","1.9600","1.9665","1.9550","","0.08%"
"12-02-2008","1.9615","1.9505","1.9634","1.9445","","0.52%"
"11-02-2008","1.9514","1.9461","1.9528","1.9404","","0.30%"
"08-02-2008","1.9456","1.9424","1.9508","1.9405","","0.14%"
"07-02-2008","1.9428","1.9608","1.9625","1.9389","","-0.86%"
"06-02-2008","1.9597","1.9644","1.9664","1.9555","","-0.16%"
"05-02-2008","1.9629","1.9744","1.9762","1.9607","","-0.50%"
"04-02-2008","1.9728","1.9653","1.9787","1.9640","","0.39%"
"01-02-2008","1.9651","1.9888","1.9940","1.9649","","-1.11%"
"31-01-2008","1.9872","1.9862","1.9945","1.9830","","-0.19%"
"30-01-2008","1.9909","1.9894","1.9959","1.9832","","0.06%"
"29-01-2008","1.9898","1.9844","1.9930","1.9813","","0.29%"
"28-01-2008","1.9840","1.9851","1.9891","1.9730","","0.10%"
"25-01-2008","1.9820","1.9772","1.9849","1.9743","","0.23%"
"24-01-2008","1.9774","1.9567","1.9781","1.9501","","1.06%"
"23-01-2008","1.9566","1.9608","1.9630","1.9465","","-0.24%"
"22-01-2008","1.9613","1.9418","1.9639","1.9337","","0.94%"
"21-01-2008","1.9430","1.9576","1.9579","1.9416","","-0.56%"
"18-01-2008","1.9539","1.9709","1.9726","1.9516","","-0.85%"
"17-01-2008","1.9707","1.9631","1.9793","1.9606","","0.39%"
"16-01-2008","1.9630","1.9600","1.9720","1.9533","","0.02%"
"15-01-2008","1.9627","1.9551","1.9742","1.9532","","0.35%"
"14-01-2008","1.9559","1.9586","1.9648","1.9542","","-0.04%"
"11-01-2008","1.9566","1.9616","1.9635","1.9486","","-0.28%"
"10-01-2008","1.9621","1.9580","1.9664","1.9541","","0.22%"
"09-01-2008","1.9577","1.9722","1.9766","1.9555","","-0.68%"
"08-01-2008","1.9712","1.9685","1.9828","1.9668","","0.13%"
"07-01-2008","1.9687","1.9727","1.9757","1.9655","","-0.13%"
"04-01-2008","1.9712","1.9725","1.9848","1.9675","","0.03%"
"03-01-2008","1.9706","1.9816","1.9840","1.9706","","-0.54%"
"02-01-2008","1.9812","1.9868","1.9895","1.9777","","-0.26%"
"01-01-2008","1.9863","1.9862","1.9885","1.9840","","0.08%"
"31-12-2007","1.9847","1.9966","2.0102","1.9814","","-0.41%"
"28-12-2007","1.9929","1.9955","2.0022","1.9904","","-0.11%"
"27-12-2007","1.9950","1.9841","1.9966","1.9832","","0.58%"
"26-12-2007","1.9834","1.9790","1.9849","1.9771","","0.15%"
"25-12-2007","1.9805","1.9778","1.9843","1.9698","","0.19%"
"24-12-2007","1.9767","1.9837","1.9844","1.9757","","-0.34%"
"21-12-2007","1.9835","1.9835","1.9895","1.9810","","0.05%"
"20-12-2007","1.9825","1.9971","1.9986","1.9810","","-0.75%"
"19-12-2007","1.9975","2.0154","2.0194","1.9930","","-0.83%"
"18-12-2007","2.0143","2.0213","2.0225","2.0112","","-0.36%"
"17-12-2007","2.0216","2.0156","2.0228","2.0101","","0.31%"
"14-12-2007","2.0154","2.0416","2.0449","2.0142","","-1.23%"
"13-12-2007","2.0405","2.0455","2.0484","2.0345","","-0.31%"
"12-12-2007","2.0468","2.0353","2.0569","2.0344","","0.65%"
"11-12-2007","2.0336","2.0454","2.0518","2.0331","","-0.63%"
"10-12-2007","2.0465","2.0321","2.0488","2.0308","","0.74%"
"07-12-2007","2.0314","2.0281","2.0347","2.0222","","0.24%"
"06-12-2007","2.0265","2.0271","2.0312","2.0184","","0.07%"
"05-12-2007","2.0250","2.0584","2.0598","2.0247","","-1.65%"
"04-12-2007","2.0589","2.0656","2.0675","2.0561","","-0.32%"
"03-12-2007","2.0656","2.0563","2.0679","2.0527","","0.41%"
"30-11-2007","2.0571","2.0620","2.0701","2.0534","","-0.19%"
"29-11-2007","2.0611","2.0805","2.0814","2.0594","","-0.94%"
"28-11-2007","2.0806","2.0682","2.0830","2.0584","","0.57%"
"27-11-2007","2.0689","2.0705","2.0758","2.0641","","-0.10%"
"26-11-2007","2.0709","2.0621","2.0739","2.0607","","0.52%"
"23-11-2007","2.0602","2.0617","2.0763","2.0517","","-0.16%"
"22-11-2007","2.0635","2.0642","2.0684","2.0586","","-0.04%"
"21-11-2007","2.0644","2.0668","2.0698","2.0527","","-0.07%"
"20-11-2007","2.0658","2.0493","2.0685","2.0456","","0.82%"
"19-11-2007","2.0489","2.0542","2.0567","2.0452","","-0.19%"
"16-11-2007","2.0528","2.0447","2.0546","2.0355","","0.42%"
"15-11-2007","2.0443","2.0519","2.0620","2.0421","","-0.43%"
"14-11-2007","2.0531","2.0727","2.0844","2.0514","","-0.84%"
"13-11-2007","2.0704","2.0538","2.0762","2.0527","","0.75%"
"12-11-2007","2.0549","2.0856","2.0869","2.0533","","-1.69%"
"09-11-2007","2.0902","2.1073","2.1162","2.0883","","-0.83%"
"08-11-2007","2.1076","2.1010","2.1117","2.0978","","0.24%"
"07-11-2007","2.1025","2.0875","2.1069","2.0865","","0.73%"
"06-11-2007","2.0873","2.0806","2.0904","2.0804","","0.36%"
"05-11-2007","2.0799","2.0883","2.0896","2.0782","","-0.47%"
"02-11-2007","2.0898","2.0784","2.0909","2.0764","","0.51%"
"01-11-2007","2.0792","2.0803","2.0874","2.0755","","-0.10%"
"31-10-2007","2.0813","2.0681","2.0823","2.0670","","0.72%"
"30-10-2007","2.0665","2.0620","2.0702","2.0567","","0.16%"
"29-10-2007","2.0633","2.0538","2.0643","2.0530","","0.51%"
"26-10-2007","2.0528","2.0518","2.0574","2.0480","","0.08%"
"25-10-2007","2.0512","2.0496","2.0549","2.0453","","0.09%"
"24-10-2007","2.0494","2.0505","2.0515","2.0429","","-0.05%"
"23-10-2007","2.0505","2.0325","2.0519","2.0314","","0.95%"
"22-10-2007","2.0313","2.0521","2.0534","2.0259","","-1.01%"
"19-10-2007","2.0521","2.0438","2.0527","2.0409","","0.37%"
"18-10-2007","2.0446","2.0398","2.0512","2.0382","","0.25%"
"17-10-2007","2.0394","2.0319","2.0421","2.0288","","0.38%"
"16-10-2007","2.0316","2.0423","2.0437","2.0296","","-0.54%"
"15-10-2007","2.0426","2.0349","2.0438","2.0320","","0.27%"
"12-10-2007","2.0371","2.0332","2.0373","2.0247","","0.27%"
"11-10-2007","2.0317","2.0407","2.0424","2.0311","","-0.52%"
"10-10-2007","2.0423","2.0379","2.0475","2.0370","","0.21%"
"09-10-2007","2.0380","2.0363","2.0395","2.0259","","0.04%"
"08-10-2007","2.0371","2.0420","2.0428","2.0332","","-0.26%"
"05-10-2007","2.0424","2.0388","2.0443","2.0304","","0.17%"
"04-10-2007","2.0390","2.0325","2.0428","2.0278","","0.37%"
"03-10-2007","2.0315","2.0409","2.0443","2.0310","","-0.46%"
"02-10-2007","2.0409","2.0438","2.0445","2.0370","","-0.12%"
"01-10-2007","2.0434","2.0462","2.0494","2.0378","","-0.17%"
"28-09-2007","2.0469","2.0271","2.0490","2.0198","","0.99%"
"27-09-2007","2.0268","2.0156","2.0290","2.0138","","0.55%"
"26-09-2007","2.0158","2.0182","2.0206","2.0105","","-0.13%"
"25-09-2007","2.0185","2.0214","2.0224","2.0084","","-0.20%"
"24-09-2007","2.0225","2.0205","2.0321","2.0199","","0.15%"
"21-09-2007","2.0195","2.0096","2.0214","2.0082","","0.48%"
"20-09-2007","2.0098","2.0009","2.0146","1.9974","","0.48%"
"19-09-2007","2.0002","2.0121","2.0174","1.9952","","-0.59%"
"18-09-2007","2.0120","1.9937","2.0152","1.9880","","0.89%"
"17-09-2007","1.9942","2.0060","2.0094","1.9916","","-0.72%"
"14-09-2007","2.0086","2.0202","2.0225","2.0055","","-0.66%"
"13-09-2007","2.0220","2.0282","2.0347","2.0188","","-0.33%"
"12-09-2007","2.0287","2.0329","2.0367","2.0278","","-0.17%"
"11-09-2007","2.0322","2.0275","2.0338","2.0236","","0.26%"
"10-09-2007","2.0270","2.0285","2.0331","2.0263","","-0.13%"
"07-09-2007","2.0297","2.0231","2.0323","2.0165","","0.32%"
"06-09-2007","2.0233","2.0200","2.0267","2.0142","","0.19%"
"05-09-2007","2.0195","2.0145","2.0228","2.0043","","0.33%"
"04-09-2007","2.0128","2.0178","2.0196","2.0077","","-0.25%"
"03-09-2007","2.0178","2.0161","2.0214","2.0138","","0.07%"
"31-08-2007","2.0164","2.0143","2.0233","2.0111","","0.13%"
"30-08-2007","2.0137","2.0166","2.0185","2.0046","","-0.19%"
"29-08-2007","2.0175","2.0000","2.0182","1.9963","","0.79%"
"28-08-2007","2.0016","2.0101","2.0141","1.9987","","-0.47%"
"27-08-2007","2.0110","2.0156","2.0194","2.0096","","-0.18%"
"24-08-2007","2.0146","2.0053","2.0163","1.9981","","0.47%"
"23-08-2007","2.0051","1.9933","2.0094","1.9919","","0.62%"
"22-08-2007","1.9927","1.9825","1.9945","1.9807","","0.59%"
"21-08-2007","1.9811","1.9875","1.9898","1.9745","","-0.32%"
"20-08-2007","1.9874","1.9794","1.9903","1.9771","","0.36%"
"17-08-2007","1.9803","1.9836","1.9937","1.9654","","-0.14%"
"16-08-2007","1.9831","1.9869","1.9890","1.9772","","-0.18%"
"15-08-2007","1.9866","1.9961","1.9965","1.9856","","-0.50%"
"14-08-2007","1.9965","2.0118","2.0133","1.9956","","-0.78%"
"13-08-2007","2.0121","2.0216","2.0259","2.0085","","-0.57%"
"10-08-2007","2.0236","2.0227","2.0270","2.0156","","0.02%"
"09-08-2007","2.0231","2.0360","2.0395","2.0210","","-0.66%"
"08-08-2007","2.0366","2.0228","2.0399","2.0157","","0.74%"
"07-08-2007","2.0216","2.0311","2.0337","2.0190","","-0.46%"
"06-08-2007","2.0310","2.0409","2.0463","2.0280","","-0.41%"
"03-08-2007","2.0394","2.0364","2.0462","2.0339","","0.12%"
"02-08-2007","2.0369","2.0312","2.0380","2.0282","","0.28%"
"01-08-2007","2.0313","2.0293","2.0351","2.0206","","0.14%"
"31-07-2007","2.0285","2.0277","2.0379","2.0255","","0.23%"
"30-07-2007","2.0238","2.0210","2.0302","2.0195","","-0.02%"
"27-07-2007","2.0242","2.0471","2.0496","2.0232","","-1.11%"
"26-07-2007","2.0470","2.0540","2.0560","2.0426","","-0.32%"
"25-07-2007","2.0536","2.0615","2.0620","2.0486","","-0.40%"
"24-07-2007","2.0619","2.0591","2.0655","2.0588","","0.15%"
"23-07-2007","2.0588","2.0554","2.0603","2.0553","","0.15%"
"20-07-2007","2.0558","2.0489","2.0588","2.0481","","0.32%"
"19-07-2007","2.0492","2.0530","2.0541","2.0470","","-0.17%"
"18-07-2007","2.0526","2.0480","2.0549","2.0462","","0.29%"
"17-07-2007","2.0466","2.0363","2.0484","2.0349","","0.53%"
"16-07-2007","2.0359","2.0337","2.0407","2.0326","","0.08%"
"13-07-2007","2.0342","2.0293","2.0367","2.0263","","0.20%"
"12-07-2007","2.0302","2.0315","2.0365","2.0271","","-0.10%"
"11-07-2007","2.0322","2.0268","2.0363","2.0245","","0.28%"
"10-07-2007","2.0266","2.0157","2.0281","2.0123","","0.58%"
"09-07-2007","2.0149","2.0116","2.0172","2.0098","","0.23%"
"06-07-2007","2.0103","2.0112","2.0142","2.0060","","-0.05%"
"05-07-2007","2.0113","2.0164","2.0203","2.0088","","-0.27%"
"04-07-2007","2.0167","2.0164","2.0208","2.0150","","0.01%"
"03-07-2007","2.0164","2.0174","2.0197","2.0134","","-0.03%"
"02-07-2007","2.0170","2.0081","2.0186","2.0072","","0.39%"
"29-06-2007","2.0092","2.0023","2.0099","2.0009","","0.32%"
"28-06-2007","2.0027","1.9995","2.0045","1.9975","","0.15%"
"27-06-2007","1.9997","1.9984","2.0002","1.9930","","0.05%"
"26-06-2007","1.9987","1.9980","2.0016","1.9960","","0.05%"
"25-06-2007","1.9977","1.9990","2.0008","1.9958","","-0.07%"
"22-06-2007","1.9991","1.9921","1.9997","1.9913","","0.31%"
"21-06-2007","1.9930","1.9927","1.9942","1.9889","","0.00%"
"20-06-2007","1.9930","1.9879","1.9949","1.9871","","0.26%"
"19-06-2007","1.9879","1.9836","1.9891","1.9826","","0.24%"
"18-06-2007","1.9831","1.9768","1.9845","1.9759","","0.37%"
"15-06-2007","1.9757","1.9696","1.9781","1.9689","","0.31%"
"14-06-2007","1.9696","1.9728","1.9737","1.9658","","-0.16%"
"13-06-2007","1.9728","1.9742","1.9764","1.9676","","-0.07%"
"12-06-2007","1.9741","1.9694","1.9785","1.9689","","0.26%"
"11-06-2007","1.9690","1.9681","1.9703","1.9651","","-0.04%"
"08-06-2007","1.9698","1.9781","1.9794","1.9623","","-0.40%"
"07-06-2007","1.9778","1.9925","1.9943","1.9747","","-0.72%"
"06-06-2007","1.9922","1.9931","1.9959","1.9910","","-0.04%"
"05-06-2007","1.9930","1.9914","1.9968","1.9911","","0.08%"
"04-06-2007","1.9915","1.9823","1.9927","1.9815","","0.48%"
"01-06-2007","1.9819","1.9799","1.9828","1.9767","","0.07%"
"31-05-2007","1.9805","1.9761","1.9819","1.9738","","0.24%"
"30-05-2007","1.9757","1.9812","1.9833","1.9735","","-0.26%"
"29-05-2007","1.9809","1.9833","1.9900","1.9792","","-0.12%"
"28-05-2007","1.9832","1.9838","1.9850","1.9825","","-0.01%"
"25-05-2007","1.9834","1.9850","1.9881","1.9825","","-0.03%"
"24-05-2007","1.9840","1.9864","1.9890","1.9832","","-0.11%"
"23-05-2007","1.9862","1.9745","1.9895","1.9717","","0.58%"
"22-05-2007","1.9748","1.9711","1.9769","1.9703","","0.21%"
"21-05-2007","1.9707","1.9749","1.9754","1.9678","","-0.18%"
"18-05-2007","1.9743","1.9749","1.9778","1.9700","","-0.02%"
"17-05-2007","1.9747","1.9774","1.9791","1.9734","","-0.13%"
"16-05-2007","1.9773","1.9855","1.9874","1.9758","","-0.43%"
"15-05-2007","1.9859","1.9796","1.9872","1.9749","","0.34%"
"14-05-2007","1.9791","1.9830","1.9848","1.9781","","-0.08%"
"11-05-2007","1.9806","1.9785","1.9846","1.9762","","0.02%"
"10-05-2007","1.9802","1.9935","1.9964","1.9771","","-0.71%"
"09-05-2007","1.9943","1.9893","1.9999","1.9882","","0.27%"
"08-05-2007","1.9889","1.9930","1.9964","1.9880","","-0.18%"
"07-05-2007","1.9924","1.9938","1.9977","1.9926","","0.04%"
"04-05-2007","1.9917","1.9876","1.9943","1.9845","","0.19%"
"03-05-2007","1.9880","1.9895","1.9947","1.9856","","-0.06%"
"02-05-2007","1.9891","1.9987","1.9992","1.9874","","-0.49%"
"01-05-2007","1.9989","1.9998","2.0075","1.9980","","0.01%"
"30-04-2007","1.9988","1.9948","2.0031","1.9892","","0.05%"
"27-04-2007","1.9978","1.9907","2.0042","1.9866","","0.35%"
"26-04-2007","1.9909","2.0023","2.0062","1.9894","","-0.54%"
"25-04-2007","2.0017","2.0019","2.0063","2.0007","","-0.01%"
"24-04-2007","2.0019","2.0011","2.0046","1.9955","","0.14%"
"23-04-2007","1.9992","2.0046","2.0050","1.9976","","-0.15%"
"20-04-2007","2.0023","2.0030","2.0069","1.9993","","0.00%"
"19-04-2007","2.0024","2.0087","2.0093","1.9985","","-0.29%"
"18-04-2007","2.0082","2.0071","2.0134","2.0018","","0.02%"
"17-04-2007","2.0078","1.9891","2.0085","1.9883","","0.90%"
"16-04-2007","1.9898","1.9874","1.9940","1.9864","","0.16%"
"13-04-2007","1.9866","1.9793","1.9888","1.9784","","0.36%"
"12-04-2007","1.9794","1.9754","1.9811","1.9726","","0.24%"
"11-04-2007","1.9747","1.9721","1.9771","1.9711","","0.13%"
"10-04-2007","1.9722","1.9621","1.9752","1.9615","","0.51%"
"09-04-2007","1.9621","1.9651","1.9655","1.9592","","-0.15%"
"06-04-2007","1.9651","1.9710","1.9723","1.9636","","-0.25%"
"05-04-2007","1.9701","1.9761","1.9774","1.9672","","-0.30%"
"04-04-2007","1.9760","1.9738","1.9776","1.9717","","0.07%"
"03-04-2007","1.9746","1.9776","1.9823","1.9730","","-0.15%"
"02-04-2007","1.9776","1.9685","1.9802","1.9664","","0.49%"
"30-03-2007","1.9679","1.9623","1.9717","1.9546","","0.28%"
"29-03-2007","1.9625","1.9624","1.9659","1.9616","","0.07%"
"28-03-2007","1.9612","1.9654","1.9681","1.9600","","-0.18%"
"27-03-2007","1.9648","1.9691","1.9701","1.9621","","-0.24%"
"26-03-2007","1.9696","1.9604","1.9724","1.9577","","0.39%"
"23-03-2007","1.9619","1.9647","1.9690","1.9588","","-0.14%"
"22-03-2007","1.9646","1.9683","1.9727","1.9613","","-0.16%"
"21-03-2007","1.9678","1.9616","1.9696","1.9557","","0.34%"
"20-03-2007","1.9611","1.9455","1.9625","1.9433","","0.87%"
"19-03-2007","1.9441","1.9412","1.9473","1.9393","","0.15%"
"16-03-2007","1.9411","1.9375","1.9505","1.9360","","0.23%"
"15-03-2007","1.9367","1.9369","1.9392","1.9309","","0.08%"
"14-03-2007","1.9352","1.9289","1.9384","1.9213","","0.36%"
"13-03-2007","1.9283","1.9325","1.9355","1.9272","","-0.23%"
"12-03-2007","1.9328","1.9354","1.9434","1.9255","","0.07%"
"09-03-2007","1.9314","1.9290","1.9341","1.9271","","0.18%"
"08-03-2007","1.9280","1.9312","1.9354","1.9273","","-0.22%"
"07-03-2007","1.9322","1.9334","1.9361","1.9260","","0.08%"
"06-03-2007","1.9307","1.9205","1.9341","1.9191","","0.47%"
"05-03-2007","1.9217","1.9388","1.9397","1.9184","","-1.10%"
"02-03-2007","1.9431","1.9579","1.9585","1.9413","","-0.79%"
"01-03-2007","1.9586","1.9639","1.9653","1.9557","","-0.26%"
"28-02-2007","1.9638","1.9624","1.9649","1.9521","","0.14%"
"27-02-2007","1.9610","1.9635","1.9673","1.9593","","-0.11%"
"26-02-2007","1.9632","1.9642","1.9661","1.9609","","0.00%"
"23-02-2007","1.9632","1.9565","1.9653","1.9538","","0.37%"
"22-02-2007","1.9560","1.9540","1.9602","1.9463","","0.09%"
"21-02-2007","1.9543","1.9557","1.9591","1.9488","","-0.05%"
"20-02-2007","1.9553","1.9511","1.9577","1.9480","","0.21%"
"19-02-2007","1.9512","1.9537","1.9565","1.9434","","0.05%"
"16-02-2007","1.9503","1.9514","1.9540","1.9467","","-0.12%"
"15-02-2007","1.9527","1.9634","1.9677","1.9511","","-0.49%"
"14-02-2007","1.9624","1.9465","1.9646","1.9455","","0.80%"
"13-02-2007","1.9469","1.9475","1.9526","1.9402","","-0.06%"
"12-02-2007","1.9480","1.9509","1.9568","1.9441","","-0.11%"
"09-02-2007","1.9501","1.9585","1.9603","1.9458","","-0.39%"
"08-02-2007","1.9578","1.9709","1.9731","1.9545","","-0.62%"
"07-02-2007","1.9700","1.9710","1.9732","1.9675","","-0.03%"
"06-02-2007","1.9706","1.9606","1.9722","1.9589","","0.56%"
"05-02-2007","1.9597","1.9664","1.9670","1.9539","","-0.36%"
"02-02-2007","1.9667","1.9669","1.9747","1.9641","","-0.03%"
"01-02-2007","1.9673","1.9645","1.9734","1.9622","","0.18%"
"31-01-2007","1.9637","1.9623","1.9668","1.9482","","0.05%"
"30-01-2007","1.9627","1.9610","1.9696","1.9599","","0.17%"
"29-01-2007","1.9594","1.9607","1.9617","1.9549","","-0.02%"
"26-01-2007","1.9598","1.9648","1.9680","1.9561","","-0.20%"
"25-01-2007","1.9637","1.9684","1.9733","1.9626","","-0.21%"
"24-01-2007","1.9679","1.9818","1.9833","1.9646","","-0.70%"
"23-01-2007","1.9818","1.9765","1.9918","1.9760","","0.29%"
"22-01-2007","1.9760","1.9741","1.9787","1.9718","","0.12%"
"19-01-2007","1.9737","1.9742","1.9771","1.9697","","-0.02%"
"18-01-2007","1.9741","1.9703","1.9780","1.9638","","0.23%"
"17-01-2007","1.9696","1.9612","1.9725","1.9604","","0.43%"
"16-01-2007","1.9611","1.9645","1.9699","1.9592","","-0.21%"
"15-01-2007","1.9652","1.9596","1.9671","1.9571","","0.34%"
"12-01-2007","1.9586","1.9447","1.9609","1.9428","","0.65%"
"11-01-2007","1.9459","1.9325","1.9538","1.9320","","0.74%"
"10-01-2007","1.9316","1.9393","1.9423","1.9317","","-0.40%"
"09-01-2007","1.9393","1.9390","1.9457","1.9381","","0.10%"
"08-01-2007","1.9374","1.9302","1.9405","1.9261","","0.39%"
"05-01-2007","1.9299","1.9430","1.9440","1.9265","","-0.66%"
"04-01-2007","1.9428","1.9516","1.9532","1.9399","","-0.39%"
"03-01-2007","1.9505","1.9734","1.9752","1.9484","","-1.16%"
"02-01-2007","1.9733","1.9611","1.9743","1.9610","","0.76%"
"01-01-2007","1.9584","1.9591","1.9618","1.9581","","-0.02%"
"29-12-2006","1.9588","1.9624","1.9672","1.9568","","-0.18%"
"28-12-2006","1.9623","1.9566","1.9678","1.9556","","0.29%"
"27-12-2006","1.9567","1.9548","1.9632","1.9529","","0.13%"
"26-12-2006","1.9541","1.9602","1.9608","1.9515","","-0.36%"
"25-12-2006","1.9611","1.9599","1.9686","1.9559","","0.08%"
"22-12-2006","1.9595","1.9619","1.9683","1.9561","","-0.06%"
"21-12-2006","1.9607","1.9652","1.9698","1.9559","","-0.21%"
"20-12-2006","1.9649","1.9698","1.9749","1.9620","","-0.17%"
"19-12-2006","1.9683","1.9481","1.9709","1.9470","","1.05%"
"18-12-2006","1.9478","1.9527","1.9580","1.9436","","-0.21%"
"15-12-2006","1.9519","1.9611","1.9664","1.9501","","-0.48%"
"14-12-2006","1.9614","1.9672","1.9712","1.9580","","-0.30%"
"13-12-2006","1.9673","1.9709","1.9730","1.9608","","-0.17%"
"12-12-2006","1.9707","1.9585","1.9716","1.9575","","0.71%"
"11-12-2006","1.9568","1.9526","1.9603","1.9467","","0.17%"
"08-12-2006","1.9535","1.9631","1.9727","1.9518","","-0.54%"
"07-12-2006","1.9641","1.9661","1.9712","1.9612","","-0.13%"
"06-12-2006","1.9666","1.9732","1.9741","1.9621","","-0.36%"
"05-12-2006","1.9737","1.9808","1.9815","1.9680","","-0.28%"
"04-12-2006","1.9792","1.9785","1.9832","1.9726","","-0.01%"
"01-12-2006","1.9793","1.9667","1.9848","1.9638","","0.72%"
"30-11-2006","1.9651","1.9462","1.9700","1.9450","","1.01%"
