"Date","Price","Open","High","Low","Vol.","Change %"
"30-07-2010","1.5682","1.5614","1.5724","1.5551","","0.47%"
"29-07-2010","1.5609","1.5587","1.5664","1.5580","","0.12%"
"28-07-2010","1.5590","1.5592","1.5640","1.5545","","0.01%"
"27-07-2010","1.5588","1.5483","1.5602","1.5442","","0.67%"
"26-07-2010","1.5484","1.5416","1.5522","1.5409","","0.32%"
"23-07-2010","1.5434","1.5251","1.5450","1.5253","","1.19%"
"22-07-2010","1.5252","1.5176","1.5298","1.5150","","0.59%"
"21-07-2010","1.5163","1.5270","1.5337","1.5124","","-0.68%"
"20-07-2010","1.5267","1.5222","1.5311","1.5152","","0.30%"
"19-07-2010","1.5222","1.5286","1.5353","1.5202","","-0.43%"
"16-07-2010","1.5288","1.5439","1.5451","1.5278","","-1.07%"
"15-07-2010","1.5454","1.5263","1.5473","1.5236","","1.28%"
"14-07-2010","1.5258","1.5181","1.5298","1.5173","","0.56%"
"13-07-2010","1.5173","1.5025","1.5195","1.4964","","1.01%"
"12-07-2010","1.5021","1.5053","1.5088","1.4948","","-0.27%"
"09-07-2010","1.5062","1.5159","1.5206","1.5051","","-0.66%"
"08-07-2010","1.5162","1.5171","1.5243","1.5101","","-0.14%"
"07-07-2010","1.5183","1.5149","1.5221","1.5079","","0.22%"
"06-07-2010","1.5150","1.5134","1.5229","1.5082","","0.09%"
"05-07-2010","1.5136","1.5198","1.5201","1.5090","","-0.41%"
"02-07-2010","1.5199","1.5166","1.5231","1.5150","","0.17%"
"01-07-2010","1.5173","1.4944","1.5192","1.4873","","1.51%"
"30-06-2010","1.4947","1.5056","1.5075","1.4934","","-0.75%"
"29-06-2010","1.5060","1.5096","1.5122","1.5012","","-0.26%"
"28-06-2010","1.5099","1.5052","1.5130","1.5018","","0.24%"
"25-06-2010","1.5063","1.4920","1.5079","1.4856","","0.91%"
"24-06-2010","1.4927","1.4955","1.5013","1.4915","","-0.27%"
"23-06-2010","1.4967","1.4804","1.4975","1.4802","","1.08%"
"22-06-2010","1.4807","1.4762","1.4859","1.4690","","0.41%"
"21-06-2010","1.4747","1.4846","1.4935","1.4739","","-0.53%"
"18-06-2010","1.4826","1.4812","1.4886","1.4774","","0.03%"
"17-06-2010","1.4821","1.4716","1.4838","1.4644","","0.63%"
"16-06-2010","1.4728","1.4802","1.4857","1.4713","","-0.49%"
"15-06-2010","1.4800","1.4737","1.4837","1.4685","","0.40%"
"14-06-2010","1.4741","1.4589","1.4808","1.4562","","1.37%"
"11-06-2010","1.4542","1.4711","1.4757","1.4505","","-1.09%"
"10-06-2010","1.4702","1.4541","1.4723","1.4510","","1.16%"
"09-06-2010","1.4533","1.4456","1.4608","1.4396","","0.44%"
"08-06-2010","1.4470","1.4470","1.4530","1.4347","","0.02%"
"07-06-2010","1.4467","1.4428","1.4561","1.4391","","0.05%"
"04-06-2010","1.4460","1.4631","1.4680","1.4453","","-1.03%"
"03-06-2010","1.4611","1.4662","1.4745","1.4587","","-0.25%"
"02-06-2010","1.4648","1.4652","1.4768","1.4557","","0.02%"
"01-06-2010","1.4645","1.4518","1.4721","1.4440","","0.74%"
"31-05-2010","1.4537","1.4447","1.4550","1.4430","","0.51%"
"28-05-2010","1.4463","1.4574","1.4611","1.4434","","-0.82%"
"27-05-2010","1.4582","1.4382","1.4608","1.4375","","1.51%"
"26-05-2010","1.4365","1.4417","1.4443","1.4333","","-0.40%"
"25-05-2010","1.4422","1.4396","1.4438","1.4261","","0.02%"
"24-05-2010","1.4419","1.4452","1.4530","1.4352","","-0.32%"
"21-05-2010","1.4466","1.4369","1.4497","1.4318","","0.81%"
"20-05-2010","1.4350","1.4442","1.4461","1.4238","","-0.71%"
"19-05-2010","1.4452","1.4280","1.4460","1.4238","","1.06%"
"18-05-2010","1.4301","1.4476","1.4518","1.4279","","-1.21%"
"17-05-2010","1.4476","1.4505","1.4527","1.4253","","-0.42%"
"14-05-2010","1.4537","1.4595","1.4640","1.4497","","-0.47%"
"13-05-2010","1.4605","1.4838","1.4916","1.4583","","-1.47%"
"12-05-2010","1.4823","1.4944","1.5045","1.4819","","-0.87%"
"11-05-2010","1.4953","1.4851","1.5005","1.4720","","0.72%"
"10-05-2010","1.4846","1.4827","1.5053","1.4782","","0.31%"
"07-05-2010","1.4800","1.4826","1.4933","1.4482","","0.26%"
"06-05-2010","1.4762","1.5101","1.5149","1.4716","","-2.22%"
"05-05-2010","1.5097","1.5133","1.5173","1.5069","","-0.25%"
"04-05-2010","1.5135","1.5241","1.5267","1.5091","","-0.72%"
"03-05-2010","1.5244","1.5312","1.5315","1.5213","","-0.16%"
"30-04-2010","1.5268","1.5345","1.5390","1.5253","","-0.34%"
"29-04-2010","1.5320","1.5198","1.5354","1.5143","","0.78%"
"28-04-2010","1.5201","1.5250","1.5289","1.5129","","-0.28%"
"27-04-2010","1.5243","1.5465","1.5480","1.5234","","-1.35%"
"26-04-2010","1.5451","1.5387","1.5497","1.5380","","0.48%"
"23-04-2010","1.5377","1.5364","1.5398","1.5297","","-0.09%"
"22-04-2010","1.5391","1.5411","1.5474","1.5334","","-0.08%"
"21-04-2010","1.5403","1.5373","1.5440","1.5332","","0.21%"
"20-04-2010","1.5370","1.5336","1.5429","1.5291","","0.22%"
"19-04-2010","1.5336","1.5286","1.5343","1.5192","","-0.14%"
"16-04-2010","1.5358","1.5463","1.5478","1.5357","","-0.92%"
"15-04-2010","1.5500","1.5474","1.5524","1.5390","","0.21%"
"14-04-2010","1.5467","1.5381","1.5490","1.5375","","0.60%"
"13-04-2010","1.5375","1.5368","1.5448","1.5336","","0.07%"
"12-04-2010","1.5365","1.5443","1.5486","1.5353","","-0.05%"
"09-04-2010","1.5373","1.5288","1.5391","1.5267","","0.65%"
"08-04-2010","1.5273","1.5227","1.5293","1.5143","","0.22%"
"07-04-2010","1.5240","1.5256","1.5286","1.5139","","-0.19%"
"06-04-2010","1.5269","1.5287","1.5294","1.5129","","-0.14%"
"05-04-2010","1.5290","1.5263","1.5320","1.5223","","0.54%"
"02-04-2010","1.5208","1.5292","1.5295","1.5182","","-0.54%"
"01-04-2010","1.5291","1.5189","1.5303","1.5179","","0.72%"
"31-03-2010","1.5182","1.5078","1.5204","1.5044","","0.77%"
"30-03-2010","1.5066","1.4987","1.5126","1.4975","","0.54%"
"29-03-2010","1.4985","1.4931","1.5018","1.4893","","0.57%"
"26-03-2010","1.4900","1.4829","1.4923","1.4810","","0.61%"
"25-03-2010","1.4809","1.4887","1.4985","1.4800","","-0.40%"
"24-03-2010","1.4868","1.5030","1.5039","1.4855","","-1.13%"
"23-03-2010","1.5038","1.5107","1.5113","1.4976","","-0.38%"
"22-03-2010","1.5096","1.4992","1.5109","1.4933","","0.57%"
"19-03-2010","1.5010","1.5247","1.5257","1.4990","","-1.54%"
"18-03-2010","1.5245","1.5317","1.5328","1.5217","","-0.50%"
"17-03-2010","1.5321","1.5244","1.5378","1.5209","","0.51%"
"16-03-2010","1.5243","1.5050","1.5261","1.4978","","1.27%"
"15-03-2010","1.5052","1.5186","1.5207","1.5021","","-0.86%"
"12-03-2010","1.5183","1.5065","1.5217","1.5027","","0.82%"
"11-03-2010","1.5060","1.4970","1.5077","1.4947","","0.53%"
"10-03-2010","1.4981","1.5005","1.5016","1.4876","","-0.12%"
"09-03-2010","1.4999","1.5055","1.5056","1.4938","","-0.41%"
"08-03-2010","1.5061","1.5144","1.5196","1.5032","","-0.48%"
"05-03-2010","1.5134","1.5034","1.5168","1.4993","","0.69%"
"04-03-2010","1.5031","1.5100","1.5136","1.5006","","-0.47%"
"03-03-2010","1.5102","1.4997","1.5132","1.4968","","0.95%"
"02-03-2010","1.4960","1.4980","1.5016","1.4857","","-0.19%"
"01-03-2010","1.4989","1.5172","1.5204","1.4784","","-1.69%"
"26-02-2010","1.5247","1.5251","1.5314","1.5150","","-0.13%"
"25-02-2010","1.5267","1.5414","1.5422","1.5193","","-0.88%"
"24-02-2010","1.5402","1.5435","1.5478","1.5388","","-0.07%"
"23-02-2010","1.5413","1.5491","1.5575","1.5394","","-0.44%"
"22-02-2010","1.5481","1.5471","1.5518","1.5440","","0.06%"
"19-02-2010","1.5472","1.5486","1.5515","1.5355","","-0.99%"
"18-02-2010","1.5626","1.5678","1.5688","1.5486","","-0.28%"
"17-02-2010","1.5670","1.5787","1.5816","1.5667","","-0.73%"
"16-02-2010","1.5785","1.5659","1.5796","1.5629","","0.82%"
"15-02-2010","1.5656","1.5679","1.5720","1.5613","","-0.20%"
"12-02-2010","1.5688","1.5703","1.5743","1.5583","","-0.03%"
"11-02-2010","1.5693","1.5600","1.5718","1.5560","","0.72%"
"10-02-2010","1.5581","1.5704","1.5766","1.5572","","-0.78%"
"09-02-2010","1.5704","1.5577","1.5745","1.5562","","0.69%"
"08-02-2010","1.5597","1.5596","1.5661","1.5538","","-0.23%"
"05-02-2010","1.5633","1.5761","1.5776","1.5559","","-0.74%"
"04-02-2010","1.5749","1.5900","1.5920","1.5732","","-0.93%"
"03-02-2010","1.5897","1.5981","1.6068","1.5884","","-0.48%"
"02-02-2010","1.5973","1.5953","1.5995","1.5904","","0.12%"
"01-02-2010","1.5954","1.5960","1.5980","1.5850","","-0.30%"
"29-01-2010","1.6002","1.6142","1.6180","1.5979","","-0.75%"
"28-01-2010","1.6123","1.6174","1.6277","1.6113","","-0.24%"
"27-01-2010","1.6161","1.6144","1.6244","1.6109","","0.12%"
"26-01-2010","1.6141","1.6243","1.6269","1.6096","","-0.61%"
"25-01-2010","1.6240","1.6112","1.6261","1.6093","","0.83%"
"22-01-2010","1.6107","1.6195","1.6284","1.6079","","-0.55%"
"21-01-2010","1.6196","1.6298","1.6313","1.6125","","-0.52%"
"20-01-2010","1.6280","1.6364","1.6372","1.6244","","-0.54%"
"19-01-2010","1.6369","1.6340","1.6457","1.6313","","0.24%"
"18-01-2010","1.6330","1.6272","1.6378","1.6252","","0.42%"
"15-01-2010","1.6262","1.6334","1.6353","1.6214","","-0.43%"
"14-01-2010","1.6332","1.6284","1.6347","1.6250","","0.29%"
"13-01-2010","1.6285","1.6157","1.6304","1.6137","","0.69%"
"12-01-2010","1.6173","1.6108","1.6195","1.6063","","0.44%"
"11-01-2010","1.6102","1.6076","1.6193","1.6056","","0.47%"
"08-01-2010","1.6027","1.5935","1.6111","1.5915","","0.59%"
"07-01-2010","1.5933","1.6017","1.6059","1.5897","","-0.56%"
"06-01-2010","1.6023","1.5992","1.6065","1.5939","","0.18%"
"05-01-2010","1.5995","1.6104","1.6155","1.5966","","-0.62%"
"04-01-2010","1.6095","1.6134","1.6240","1.6061","","-0.45%"
"01-01-2010","1.6168","1.6165","1.6170","1.6159","","0.09%"
"31-12-2009","1.6154","1.6077","1.6237","1.6050","","0.53%"
"30-12-2009","1.6069","1.5893","1.6096","1.5833","","1.09%"
"29-12-2009","1.5896","1.6002","1.6067","1.5868","","-0.65%"
"28-12-2009","1.6000","1.5955","1.6016","1.5934","","0.24%"
"25-12-2009","1.5962","1.5972","1.5990","1.5961","","0.06%"
"24-12-2009","1.5953","1.5961","1.6023","1.5929","","-0.01%"
"23-12-2009","1.5955","1.5970","1.5995","1.5927","","-0.09%"
"22-12-2009","1.5970","1.6054","1.6100","1.5924","","-0.44%"
"21-12-2009","1.6041","1.6128","1.6165","1.6030","","-0.62%"
"18-12-2009","1.6141","1.6160","1.6248","1.6052","","-0.09%"
"17-12-2009","1.6156","1.6330","1.6338","1.6081","","-1.09%"
"16-12-2009","1.6334","1.6266","1.6412","1.6232","","0.36%"
"15-12-2009","1.6275","1.6309","1.6319","1.6205","","-0.21%"
"14-12-2009","1.6310","1.6248","1.6328","1.6190","","0.38%"
"11-12-2009","1.6249","1.6277","1.6339","1.6197","","-0.17%"
"10-12-2009","1.6277","1.6269","1.6347","1.6218","","0.10%"
"09-12-2009","1.6261","1.6267","1.6372","1.6167","","-0.15%"
"08-12-2009","1.6286","1.6453","1.6478","1.6241","","-0.97%"
"07-12-2009","1.6446","1.6452","1.6517","1.6315","","-0.01%"
"04-12-2009","1.6448","1.6547","1.6667","1.6424","","-0.67%"
"03-12-2009","1.6559","1.6649","1.6723","1.6543","","-0.45%"
"02-12-2009","1.6634","1.6618","1.6696","1.6552","","0.07%"
"01-12-2009","1.6622","1.6448","1.6647","1.6394","","1.03%"
"30-11-2009","1.6452","1.6504","1.6593","1.6382","","-0.08%"
"27-11-2009","1.6465","1.6479","1.6526","1.6273","","-0.27%"
"26-11-2009","1.6509","1.6702","1.6727","1.6442","","-1.23%"
"25-11-2009","1.6715","1.6583","1.6746","1.6579","","0.86%"
"24-11-2009","1.6573","1.6608","1.6613","1.6498","","-0.22%"
"23-11-2009","1.6609","1.6504","1.6649","1.6488","","0.61%"
"20-11-2009","1.6508","1.6661","1.6676","1.6462","","-0.90%"
"19-11-2009","1.6658","1.6742","1.6749","1.6606","","-0.51%"
"18-11-2009","1.6743","1.6816","1.6845","1.6716","","-0.42%"
"17-11-2009","1.6813","1.6830","1.6873","1.6756","","-0.08%"
"16-11-2009","1.6826","1.6725","1.6876","1.6670","","0.82%"
"13-11-2009","1.6689","1.6584","1.6707","1.6573","","0.62%"
"12-11-2009","1.6586","1.6576","1.6628","1.6518","","0.11%"
"11-11-2009","1.6567","1.6744","1.6792","1.6537","","-0.99%"
"10-11-2009","1.6733","1.6771","1.6789","1.6603","","-0.10%"
"09-11-2009","1.6750","1.6644","1.6844","1.6618","","0.79%"
"06-11-2009","1.6618","1.6572","1.6636","1.6519","","0.17%"
"05-11-2009","1.6590","1.6558","1.6637","1.6467","","0.16%"
"04-11-2009","1.6564","1.6431","1.6598","1.6402","","0.90%"
"03-11-2009","1.6416","1.6400","1.6455","1.6264","","0.16%"
"02-11-2009","1.6390","1.6418","1.6480","1.6330","","-0.34%"
"30-10-2009","1.6446","1.6562","1.6580","1.6410","","-0.67%"
"29-10-2009","1.6557","1.6381","1.6605","1.6339","","1.09%"
"28-10-2009","1.6378","1.6392","1.6464","1.6287","","-0.01%"
"27-10-2009","1.6379","1.6301","1.6439","1.6286","","0.34%"
"26-10-2009","1.6324","1.6289","1.6396","1.6251","","0.12%"
"23-10-2009","1.6305","1.6624","1.6695","1.6300","","-1.90%"
"22-10-2009","1.6620","1.6596","1.6637","1.6489","","0.12%"
"21-10-2009","1.6600","1.6380","1.6637","1.6349","","1.31%"
"20-10-2009","1.6386","1.6422","1.6490","1.6330","","-0.13%"
"19-10-2009","1.6408","1.6337","1.6431","1.6242","","0.33%"
"16-10-2009","1.6354","1.6303","1.6400","1.6252","","0.51%"
"15-10-2009","1.6271","1.6001","1.6320","1.5998","","1.86%"
"14-10-2009","1.5974","1.5934","1.6025","1.5903","","0.31%"
"13-10-2009","1.5925","1.5807","1.5940","1.5709","","0.83%"
"12-10-2009","1.5794","1.5855","1.5883","1.5730","","-0.25%"
"09-10-2009","1.5834","1.6053","1.6067","1.5826","","-1.49%"
"08-10-2009","1.6074","1.5963","1.6119","1.5951","","0.71%"
"07-10-2009","1.5961","1.5916","1.5975","1.5859","","0.29%"
"06-10-2009","1.5915","1.5945","1.6047","1.5878","","-0.14%"
"05-10-2009","1.5938","1.5934","1.6023","1.5903","","0.00%"
"02-10-2009","1.5938","1.5912","1.5957","1.5807","","-0.03%"
"01-10-2009","1.5943","1.6004","1.6023","1.5908","","-0.38%"
"30-09-2009","1.6004","1.5963","1.6126","1.5948","","0.29%"
"29-09-2009","1.5958","1.5888","1.5989","1.5827","","0.46%"
"28-09-2009","1.5885","1.5919","1.5948","1.5773","","-0.42%"
"25-09-2009","1.5952","1.6010","1.6055","1.5919","","-0.67%"
"24-09-2009","1.6060","1.6346","1.6389","1.5972","","-1.75%"
"23-09-2009","1.6346","1.6365","1.6463","1.6325","","-0.04%"
"22-09-2009","1.6353","1.6214","1.6401","1.6212","","0.88%"
"21-09-2009","1.6210","1.6236","1.6265","1.6134","","-0.37%"
"18-09-2009","1.6270","1.6438","1.6447","1.6232","","-1.06%"
"17-09-2009","1.6444","1.6482","1.6569","1.6426","","-0.26%"
"16-09-2009","1.6487","1.6487","1.6535","1.6434","","-0.02%"
"15-09-2009","1.6490","1.6591","1.6658","1.6406","","-0.47%"
"14-09-2009","1.6568","1.6668","1.6670","1.6520","","-0.56%"
"11-09-2009","1.6661","1.6654","1.6742","1.6644","","0.07%"
"10-09-2009","1.6650","1.6543","1.6687","1.6481","","0.67%"
"09-09-2009","1.6540","1.6501","1.6592","1.6456","","0.32%"
"08-09-2009","1.6487","1.6341","1.6587","1.6323","","0.87%"
"07-09-2009","1.6345","1.6404","1.6444","1.6326","","-0.28%"
"04-09-2009","1.6391","1.6327","1.6410","1.6288","","0.37%"
"03-09-2009","1.6331","1.6271","1.6414","1.6238","","0.39%"
"02-09-2009","1.6268","1.6145","1.6300","1.6114","","0.69%"
"01-09-2009","1.6156","1.6281","1.6376","1.6114","","-0.73%"
"31-08-2009","1.6274","1.6266","1.6330","1.6184","","0.04%"
"28-08-2009","1.6267","1.6280","1.6381","1.6258","","0.01%"
"27-08-2009","1.6266","1.6232","1.6305","1.6154","","0.17%"
"26-08-2009","1.6239","1.6330","1.6353","1.6163","","-0.59%"
"25-08-2009","1.6335","1.6411","1.6443","1.6321","","-0.51%"
"24-08-2009","1.6419","1.6506","1.6547","1.6392","","-0.52%"
"21-08-2009","1.6505","1.6506","1.6622","1.6420","","0.01%"
"20-08-2009","1.6504","1.6548","1.6598","1.6452","","-0.19%"
"19-08-2009","1.6536","1.6573","1.6592","1.6376","","-0.12%"
"18-08-2009","1.6556","1.6344","1.6592","1.6327","","1.30%"
"17-08-2009","1.6343","1.6489","1.6502","1.6277","","-1.18%"
"14-08-2009","1.6538","1.6568","1.6608","1.6487","","-0.25%"
"13-08-2009","1.6579","1.6499","1.6660","1.6486","","0.55%"
"12-08-2009","1.6488","1.6485","1.6560","1.6392","","0.02%"
"11-08-2009","1.6484","1.6482","1.6527","1.6431","","0.01%"
"10-08-2009","1.6482","1.6679","1.6720","1.6432","","-1.19%"
"07-08-2009","1.6680","1.6795","1.6835","1.6653","","-0.56%"
"06-08-2009","1.6774","1.6992","1.7029","1.6752","","-1.22%"
"05-08-2009","1.6981","1.6940","1.7043","1.6901","","0.29%"
"04-08-2009","1.6932","1.6939","1.7005","1.6892","","-0.01%"
"03-08-2009","1.6934","1.6736","1.6984","1.6697","","1.29%"
"31-07-2009","1.6718","1.6499","1.6733","1.6473","","1.31%"
"30-07-2009","1.6502","1.6361","1.6526","1.6348","","0.76%"
"29-07-2009","1.6377","1.6422","1.6469","1.6344","","-0.34%"
"28-07-2009","1.6433","1.6488","1.6558","1.6391","","-0.35%"
"27-07-2009","1.6490","1.6426","1.6523","1.6383","","0.38%"
"24-07-2009","1.6428","1.6502","1.6542","1.6392","","-0.31%"
"23-07-2009","1.6479","1.6452","1.6585","1.6435","","0.13%"
"22-07-2009","1.6457","1.6435","1.6506","1.6310","","0.08%"
"21-07-2009","1.6444","1.6534","1.6542","1.6385","","-0.60%"
"20-07-2009","1.6543","1.6358","1.6557","1.6347","","1.32%"
"17-07-2009","1.6328","1.6424","1.6434","1.6267","","-0.68%"
"16-07-2009","1.6439","1.6421","1.6477","1.6356","","0.09%"
"15-07-2009","1.6424","1.6327","1.6468","1.6303","","0.64%"
"14-07-2009","1.6319","1.6254","1.6345","1.6229","","0.56%"
"13-07-2009","1.6228","1.6193","1.6262","1.6033","","0.19%"
"10-07-2009","1.6198","1.6334","1.6338","1.6155","","-0.86%"
"09-07-2009","1.6338","1.6046","1.6380","1.6033","","1.69%"
"08-07-2009","1.6066","1.6103","1.6138","1.5984","","-0.38%"
"07-07-2009","1.6128","1.6283","1.6296","1.6095","","-0.89%"
"06-07-2009","1.6273","1.6295","1.6327","1.6097","","-0.39%"
"03-07-2009","1.6337","1.6342","1.6431","1.6303","","-0.12%"
"02-07-2009","1.6356","1.6490","1.6501","1.6324","","-0.72%"
"01-07-2009","1.6474","1.6471","1.6546","1.6385","","0.07%"
"30-06-2009","1.6463","1.6567","1.6743","1.6424","","-0.55%"
"29-06-2009","1.6554","1.6508","1.6592","1.6431","","0.21%"
"26-06-2009","1.6520","1.6395","1.6561","1.6369","","0.93%"
